
Id01      ;Eve            ;PREMIER        ;19/08/88       ;eve.premier@labas.fr          ;     ;F    ;40983,3 g      ;France             ;Europe         ;               ;31°C           ;638,76 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id19      ;Sabrine        ;BON            ;25/02/95       ;sabrine.bon@gmail.com         ;     ;F    ;44456,57 g     ;France             ;Europe         ;               ;46°C           ;713,41 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id20      ;Maria          ;DELOIN         ;25/02/95       ;maria.deloin@hotmail.com      ;     ;F    ;44456,57 g     ;                   ;Amérique       ;               ;39°C           ;638,76 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id21      ;Faouzi         ;EXCELLE        ;03/01/75       ;faouzi.excelle@gmail.com      ;O-   ;M    ;93,88 KG       ;                   ;Amérique       ;             57;26,93°C        ;14,98 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id22      ;Marie          ;SPORTIF        ;20/08/74       ;marie.sportif@gmail.com       ;AB+  ;     ;48710,39 g     ;Chine              ;Asie           ;               ;               ;644,34 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id23      ;Eve            ;PARIS          ;03/01/75       ;eve.paris@hotmail.com         ;     ;F    ;42015,79 g     ;Tunisie            ;Afrique        ;               ;39°C           ;713,41 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id24      ;Omar           ;CLEMENT        ;14/01/78       ;omar.clement@yahoo.fr         ;AB+  ;M    ;64,54 KG       ;France             ;Europe         ;             37;41,44°C        ;12,95 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id25      ;Emna           ;JOLIE          ;17/08/69       ;emna.jolie@hotmail.com        ;B-   ;F    ;               ;                   ;               ;               ;46°C           ;713,41 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id26      ;Ibrahim        ;PARIS          ;27/11/93       ;ibrahim.paris@hotmail.com     ;     ;M    ;58,74 KG       ;Tunisie            ;Afrique        ;             59;41,44°C        ;9,22 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
Id27      ;Clément        ;TOUIL          ;27/11/99       ;clément.touil@hotmail.com     ;AB-  ;M    ;58,74 KG       ;Tunisie            ;Afrique        ;             34;26,93°C        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id28      ;Jean           ;SPORTIF        ;27/11/93       ;jean.sportif@hotmail.com      ;AB+  ;M    ;64,24 KG       ;France             ;               ;             69;41,44°C        ;12,94 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id29      ;Alain          ;MIGNONNE       ;10/02/65       ;alain.mignonne@ici.tn         ;B-   ;M    ;               ;Tunisie            ;Afrique        ;             10;               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id30      ;Médecin        ;MOUSTAFA       ;19/08/88       ;médecin.moustafa@yahoo.fr     ;     ;M    ;64,54 KG       ;                   ;Afrique        ;             44;38,05°C        ;20,97 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id31      ;Clément        ;MOUSTAFA       ;27/11/93       ;clément.moustafa@yahoo.fr     ;     ;M    ;58,74 KG       ;France             ;               ;             60;38,13°C        ;20,97 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id32      ;Mamadou        ;FORT           ;08/12/82       ;mamadou.fort@gmail.com        ;A-   ;M    ;               ;                   ;Afrique        ;             58;               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id33      ;Emna           ;FORT           ;19/08/88       ;emna.fort@gmail.com           ;A+   ;F    ;65850,12 g     ;                   ;Afrique        ;               ;29°C           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id34      ;Omar           ;PARIS          ;18/05/60       ;omar.paris@gmail.com          ;AB-  ;M    ;64,63 KG       ;                   ;Afrique        ;             73;26,93°C        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id35      ;Mamadou        ;CLEMENT        ;24/06/95       ;mamadou.clement@hotmail.com   ;AB-  ;M    ;86,33 KG       ;                   ;Amérique       ;             50;38,05°C        ;12,95 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id36      ;Mamadou        ;SOLEIL         ;24/06/95       ;                              ;     ;     ;64,24 KG       ;Espagne            ;               ;             44;38,05°C        ;2,39 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
Id37      ;Ibrahim        ;BELLE          ;08/12/82       ;                              ;A-   ;M    ;64,63 KG       ;France             ;Europe         ;             12;20,9°C         ;12,94 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id38      ;Ibrahim        ;PLUS BELLE     ;08/09/60       ;                              ;B+   ;     ;64,24 KG       ;France             ;               ;              9;25,04°C        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id39      ;Clément        ;PRINTEMPS      ;27/11/99       ;clément.printemps@gmail.com   ;O+   ;M    ;93,88 KG       ;Algérie            ;Afrique        ;             33;20,9°C         ;2,39 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
Id40      ;Claire         ;SPORTIF        ;24/06/95       ;claire.sportif@yahoo.fr       ;B+   ;F    ;72425,34 g     ;Tunisie            ;Afrique        ;               ;48°C           ;428,03 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id41      ;Eve            ;RAHMA          ;25/02/95       ;eve.rahma@gmail.com           ;     ;F    ;63282,34 g     ;                   ;Europe         ;               ;39°C           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id42      ;Clémence       ;SPORTIF        ;30/04/00       ;clémence.sportif@yahoo.fr     ;B+   ;F    ;72425,34 g     ;                   ;Europe         ;               ;44°C           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id43      ;Jean           ;INFORME        ;17/08/69       ;jean.informe@ici.tn           ;O-   ;     ;86,33 KG       ;                   ;Afrique        ;             71;               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Id44      ;Jean           ;SOLEIL         ;05/06/93       ;jean.soleil@hotmail.com       ;     ;M    ;               ;                   ;Amérique       ;             18;26,93°C        ;20,97 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id45      ;Ibrahim        ;TROPFOR        ;01/03/67       ;ibrahim.tropfor@hotmail.com   ;A+   ;     ;64,54 KG       ;                   ;               ;             72;20,9°C         ;10,96 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id46      ;Faouzi         ;AIMANT         ;14/01/78       ;faouzi.aimant@ici.tn          ;AB+  ;     ;               ;Argentine          ;Amérique       ;             12;25,32°C        ;2,39 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
Id47      ;Fleurette      ;UNIQUE         ;03/01/75       ;fleurette.unique@gmail.com    ;AB+  ;F    ;               ;Chine              ;Asie           ;               ;44°C           ;644,34 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Id48      ;Jean           ;CLEMENT        ;25/02/95       ;jean.clement@hotmail.com      ;O+   ;M    ;               ;Algérie            ;Afrique        ;             11;25,32°C        ;10,96 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id49      ;Ibrahim        ;FORT           ;21/05/69       ;ibrahim.fort@gmail.com        ;AB-  ;M    ;               ;                   ;Afrique        ;             33;               ;10,96 m                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Id50      ;Sabrine        ;EXCELLE        ;14/02/66       ;sabrine.excelle@yahoo.fr      ;B-   ;F    ;44456,57 g     ;                   ;Europe         ;               ;33°C           ;644,34 cm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             

50 rows selected.

Elapsed: 00:00:00.04
